Winner,Matches diff,Winrates diff,Counter picks winrate diff,Synergies winrates diff,Networthes diff,Signatures diff,R1 rank,R2 rank,R3 rank,R4 rank,R5 rank,D1 rank,D2 rank,D3 rank,D4 rank,D5 rank
0,-12228,-0.0164,-0.02689,-0.02812,-3229,0,26,60,159,539,79,124,10,167,273,196
0,-24224,-0.0034,0.01207,-0.006,-743,-1,163,850,136,5001,327,51,75,14,53,172
1,12228,0.0164,0.028,0.00169,776,1,124,10,167,273,196,26,60,159,539,79
1,-6236,0.0018,0.05841,0.00201,543,0,177,424,511,356,43,97,87,823,686,706
0,4828,-0.0028,0.00621,-0.00369,-2201,0,214,29,321,119,21,50,69,33,196,133
1,-6848,-0.0034,-0.02513,-0.02944,1961,-1,507,713,581,15,125,33,33,26,103,973
1,-6236,0.0018,0.0056,0.00577,701,-1,177,511,424,356,43,97,87,823,706,686
1,4828,-0.0028,-0.00622,0.00574,-316,0,214,29,21,321,119,50,69,33,196,133
1,-4828,0.0028,0.02702,0.0,1407,0,50,69,33,196,133,214,21,29,321,119
1,16380,0.0008,-0.01538,0.00788,-1730,2,508,202,183,659,155,507,713,581,15,125
1,4828,-0.0028,-0.03271,0.01046,2655,1,214,29,321,21,119,50,69,33,196,133
1,-16380,-0.0008,-0.0227,-0.00969,958,2,507,15,713,581,125,659,183,202,508,155
1,-30837,0.0174,0.0027,0.00185,3596,2,281,21,1627,16,94,26,33,33,103,973
1,-30837,0.0174,-0.00871,0.00421,7250,1,281,21,1627,16,94,33,26,33,103,973
1,-4828,0.0028,0.02548,0.00742,468,-1,50,69,33,196,133,214,29,21,321,119
1,16380,0.0008,-0.07172,0.00046,196,-1,659,202,183,508,155,507,15,581,713,125
1,-25809,0.004,0.02399,0.00032,973,1,70,105,231,145,97,257,1316,279,96,243
1,16566,-0.0098,0.01549,0.00569,-2891,-1,391,54,306,117,51,93,57,4,46,12
1,25809,-0.004,-0.03611,0.0,-950,-1,257,279,1316,96,243,70,105,97,145,231
0,-14267,0.0112,-0.02676,-0.00363,42,0,177,424,511,356,43,353,35,31,138,8
1,-25809,0.004,-0.00344,9e-05,831,-1,97,105,145,231,70,257,1316,279,96,243
1,16566,-0.0098,0.00768,-0.01695,3157,-3,117,54,306,391,51,93,57,4,46,12
0,14267,-0.0112,0.01195,0.00889,2891,0,353,138,35,31,8,177,424,511,356,43
0,1810,0.005,-0.03126,-0.00043,2488,0,823,87,706,686,97,9,390,4,589,2
1,-3820,0.0004,-0.0556,0.00347,-44,3,220,300,372,259,38,333,677,251,524,198
0,-5252,-0.0008,0.04701,0.0,1062,0,519,515,463,186,150,214,29,321,21,119
0,-20596,0.0068,0.01982,0.00708,-5132,-1,3273,5001,5001,857,1782,556,1656,1662,1588,5001
1,-1810,-0.005,0.01085,0.03155,196,-2,4,390,9,589,2,97,87,706,823,686
1,-3820,0.0004,0.00788,0.01303,-303,1,220,372,300,259,38,677,333,251,524,198
0,-5252,-0.0008,0.00219,0.01321,582,3,519,515,463,186,150,214,29,21,321,119
1,20596,-0.0068,0.00973,0.01813,2183,3,556,1588,1662,1656,5001,3273,5001,5001,1782,857
1,-6874,-0.0076,0.00372,-0.03517,540,0,51,43,39,97,172,14,100,170,41,55
0,13701,-0.013,-0.01601,-0.04187,-191,1,257,279,1316,96,243,360,28,58,242,166
1,18334,0.0048,0.00722,0.01829,7582,-2,1,11,25,413,368,70,97,105,145,231
0,-6874,-0.0076,0.02856,-0.02621,2522,0,51,43,39,97,172,14,100,170,41,55
0,-7357,-0.0266,-0.05816,0.02285,-1545,2,38,220,372,300,259,58,178,11,5001,367
0,13701,-0.013,-0.02046,-0.03442,-2025,1,257,1316,279,96,243,360,28,58,242,166
0,-18334,-0.0048,-0.02408,-0.00066,-5250,0,70,97,145,231,105,1,11,25,413,368
0,7357,0.0266,-0.0194,0.0,1229,0,58,178,11,5001,367,38,220,372,300,259
0,11588,-0.018,-0.01253,0.01294,-1640,0,333,524,251,677,198,38,190,60,244,94
0,-1881,-0.011,0.02221,-0.00441,-1481,-1,44,239,260,2384,263,194,226,198,232,152
1,-6874,-0.0076,-0.00573,-0.00633,-4694,1,51,43,39,97,172,14,100,170,41,55
0,1117,-0.014,0.06539,0.00019,-7258,0,524,333,251,638,198,60,190,38,244,94
1,11220,0.0228,0.03411,0.03468,3837,-1,58,178,11,5001,367,585,300,372,259,38
0,-1881,-0.011,-0.04217,0.00235,-3759,0,239,263,260,44,2384,194,226,198,232,152
0,-29253,-0.0248,0.04267,0.01535,-6582,0,614,920,5001,170,828,20,14,44,18,82
1,-1763,0.0122,-0.02432,0.0,7120,2,213,67,3,75,62,391,54,117,306,51
1,13513,-0.0038,-0.02631,-0.00031,5431,-1,141,502,15,15,100,93,57,4,46,12
0,1881,0.011,-0.00606,-0.01207,-115,0,194,226,198,152,232,260,263,2384,44,239
1,29253,0.0248,-0.01381,-0.02876,3315,-2,20,14,44,18,82,614,828,5001,170,920
0,11598,0.003,0.05136,-0.01201,-920,-1,5001,857,3273,1782,5001,5001,5001,807,4379,1444
0,-20393,0.0016,-0.03102,-0.00807,-4690,0,112,64,9,312,228,51,43,39,97,172
1,13513,-0.0038,0.00452,0.0,5089,0,141,502,15,15,100,93,57,4,12,46
0,19031,-0.0308,-0.01262,-0.02076,-2673,0,1,12,18,68,3,468,37,13,42,164
1,20393,-0.0016,-0.01495,-0.00844,91,1,51,43,39,97,172,9,112,312,64,228
0,23946,0.0098,0.02177,0.00412,-1896,0,20,14,44,18,82,163,850,136,327,5001
0,-17702,-0.029,-0.01587,-0.00299,-3493,1,556,1662,1588,1656,5001,6,29,1,19,153
0,19031,-0.0308,0.0424,0.00614,-2497,1,18,12,1,68,3,468,37,13,42,164
0,-23946,-0.0098,0.02742,0.0001,-3432,-1,163,850,136,5001,327,20,14,44,18,82
1,29531,0.0184,-0.01572,-0.00829,-1264,-1,51,75,14,53,172,614,828,5001,170,920
1,17702,0.029,-0.04206,0.00441,5524,2,19,29,1,6,153,556,1588,1662,1656,5001
0,11598,0.003,0.059,0.00863,-5185,-1,5001,3273,5001,1782,857,807,5001,5001,4379,1444
0,23946,0.0098,0.02016,0.00314,561,-1,20,14,44,18,82,163,850,136,5001,327
0,-29531,-0.0184,0.0186,0.0307,-2711,-1,614,828,5001,170,920,51,75,14,53,172
0,19031,-0.0308,-0.00314,-0.01303,-3157,0,1,12,18,68,3,468,37,13,42,164
1,6517,0.0294,-0.03196,0.00299,1183,1,26,60,159,539,79,263,44,260,2384,239
1,-9416,0.0262,0.07053,0.0,1512,0,468,37,13,42,164,163,109,48,198,98
1,16864,0.0348,0.04182,-0.02021,3161,1,124,10,167,273,196,194,226,198,232,152
0,-16864,-0.0348,0.03082,0.01424,-4983,1,194,226,198,152,232,124,10,167,273,196
0,-6517,-0.0294,-0.01722,-0.00542,1059,1,44,263,260,2384,239,26,60,159,539,79
0,9416,-0.0262,-0.0247,-0.00172,-5373,0,163,48,109,198,98,468,37,13,42,164
1,-4828,0.0028,0.0179,0.00119,3497,-1,50,69,33,196,133,214,29,21,321,119
0,-4828,0.0028,-0.05225,-0.01589,1700,3,50,69,33,196,133,214,29,321,21,119
0,-18653,-0.0032,-0.01299,-0.00877,-5308,1,1003,600,274,141,402,519,515,463,186,150
1,18653,0.0032,0.00888,0.0,2547,-1,519,515,463,186,150,1003,402,274,141,600
0,4828,-0.0028,-0.0059,0.0085,587,-2,214,29,21,321,119,50,69,33,196,133
0,-25027,-0.0084,-0.00777,-0.00358,352,0,867,5001,408,173,758,1003,600,274,141,402
1,45813,-0.0038,0.02113,0.02011,5836,-1,519,515,463,186,150,1126,262,189,102,317
1,45813,-0.0038,0.02583,0.02546,1485,-2,519,515,463,186,150,189,1126,262,102,317
1,25027,0.0084,-0.02051,0.01102,-522,2,1003,402,274,141,600,867,408,173,5001,758
0,18218,-0.0074,-0.00541,0.0,509,0,14,100,170,41,55,12,140,122,85,11
0,18218,-0.0074,-0.04885,0.03709,-250,-1,14,100,170,41,55,12,140,122,85,11
0,-23905,-0.004,0.02037,0.00614,-6367,0,402,274,600,141,1003,214,29,21,321,119
0,-424,-0.0036,0.058,0.01416,-6616,1,519,515,463,186,150,50,69,33,196,133
0,-18218,0.0074,-0.01894,-0.00066,-262,-1,12,140,122,85,11,14,100,170,41,55
1,23905,0.004,-0.00252,0.00471,4854,1,214,29,21,321,119,1003,402,600,141,274
1,424,0.0036,-0.05352,-0.02811,4107,3,50,69,33,196,133,519,515,463,186,150
1,-11438,0.005,-0.01537,0.00897,-1332,1,51,43,39,97,172,95,82,172,123,39
1,-36033,0.005,-0.04711,-0.00492,2859,1,112,9,312,64,228,922,461,57,148,30
1,-36033,0.005,0.01481,0.02709,802,0,9,112,312,64,228,922,461,57,148,30
0,-11438,0.005,-0.03082,0.01085,-1173,0,51,43,39,97,172,95,82,172,123,39
1,36033,-0.005,0.00685,0.0338,5053,-2,922,461,57,148,30,312,112,64,9,228
0,11438,-0.005,0.0014,0.01197,-4783,0,95,82,172,123,39,51,43,39,97,172
1,-9866,0.0356,-0.02173,-0.00423,5153,-1,468,37,13,42,164,176,152,209,105,203
1,9615,-0.0046,-0.00486,-0.01034,3248,-1,1,12,18,68,3,163,109,48,98,198
0,22782,-0.02,0.00919,0.02163,-1191,-1,95,82,172,123,39,12,140,122,85,11
1,9615,-0.0046,-0.02215,-0.015,5200,1,1,12,18,68,3,163,48,109,198,98
1,-9866,0.0356,-0.02987,0.0046,5775,1,468,37,13,42,164,176,152,209,105,203
0,8766,-0.011,0.033,0.00442,-990,1,922,461,30,148,57,14,100,170,41,55
1,-19452,0.01,-0.04015,0.00693,4518,-1,468,37,13,42,164,128,9,157,114,7
1,-22782,0.02,0.00087,-0.00636,-563,2,12,140,122,85,11,95,82,172,123,39
0,8766,-0.011,-0.00022,0.0,-789,0,922,461,57,148,30,14,100,170,41,55
0,13737,0.019,-0.01436,-0.01252,-860,0,41,20,17,59,24,176,152,203,105,209
1,-19452,0.01,-0.01546,-0.02748,710,1,468,37,13,42,164,128,9,157,114,7
1,19452,-0.01,0.03318,-0.00209,1359,1,128,9,157,114,7,468,37,13,42,164
0,13737,0.019,-0.05093,0.00676,596,1,41,20,17,59,24,176,152,203,105,209
1,-10036,-0.0162,-0.00787,0.02934,541,0,163,109,48,198,98,128,9,157,114,7
1,-4572,-0.0142,-0.01955,-0.00902,-318,3,1,12,18,68,3,41,20,17,59,24
1,-4572,-0.0142,0.0227,-0.0074,310,1,1,12,18,68,3,41,20,17,59,24
0,-17793,-0.0174,-0.01369,0.00578,-5863,0,46,1095,201,1495,290,519,515,463,186,150
0,-54472,-0.016,0.03169,0.00868,-2012,1,408,173,867,5001,1734,50,69,33,196,133
1,17793,0.0174,0.02242,-0.00018,8176,-1,519,515,463,186,150,46,1095,201,290,1495
1,54472,0.016,-0.03414,0.00465,9064,0,50,69,33,196,133,867,408,173,5001,1734
1,-983,0.0108,-0.03016,-0.02451,2250,0,51,43,39,97,172,74,95,290,76,16
0,12861,0.0092,-0.00153,0.0008,627,2,424,153,618,242,107,9,112,312,228,64
0,983,-0.0108,0.03982,0.01082,1309,-1,74,95,290,76,16,51,43,39,97,172
1,-12861,-0.0092,0.01342,-0.02711,-863,2,9,112,312,64,228,424,153,618,242,107
0,-15640,0.0034,0.01465,-0.00997,652,0,51,43,39,97,172,922,461,57,148,30
0,-5891,-0.0184,0.00823,0.01801,-330,2,74,290,95,76,16,14,100,170,41,55
0,-15640,0.0034,0.01492,0.00087,-1085,-1,51,43,39,97,172,922,461,57,148,30
0,16468,-0.0366,-0.037,0.00333,-2287,2,30,87,78,47,112,468,37,13,42,164
0,-5891,-0.0184,0.05883,0.00984,-83,1,74,290,95,76,16,14,100,170,41,55
0,15640,-0.0034,0.04258,0.00214,-1497,1,922,461,57,148,30,51,43,39,97,172
1,-8806,-0.0208,-0.03161,-0.01983,2778,0,176,152,203,105,209,75,59,193,5,69
0,-16468,0.0366,0.03685,0.01673,3331,-2,468,37,13,42,164,87,47,30,78,112
1,-8806,-0.0208,0.01831,0.00521,3742,-2,176,152,203,105,209,75,59,193,5,69
1,8806,0.0208,-0.01515,0.01803,3761,1,75,59,193,5,69,176,152,209,105,203
0,16468,-0.0366,0.00617,0.01788,-4331,1,112,30,87,78,47,468,37,13,42,164
0,9049,0.0134,0.06738,0.02923,1043,-3,12,140,122,85,11,228,112,312,64,9
0,18970,-0.0158,-0.002,-0.00511,3225,0,95,82,172,123,39,424,153,618,242,107
0,-9049,-0.0134,-0.00697,-0.01102,277,0,9,112,312,64,228,12,140,122,85,11
0,9256,0.0114,0.00856,-0.00048,-344,1,75,59,193,5,69,163,109,198,48,98
0,-18970,0.0158,0.05782,0.01389,29,1,424,618,153,242,107,95,82,172,123,39
1,9586,0.0256,0.04709,-0.01299,974,0,128,9,157,114,7,176,152,209,105,203
0,-9256,-0.0114,-0.00365,-0.00222,-3277,-3,163,109,48,198,98,75,59,193,5,69
0,-11333,-0.0084,-0.01079,-0.00551,-149,0,141,156,15,15,100,19,29,1,6,153
1,-23026,0.01,0.0094,-0.00221,242,0,353,138,31,35,8,62,213,3,67,42
0,27288,-0.0356,0.00679,-0.0049,-2799,0,62,67,3,213,42,174,67,653,35,18
1,-31214,0.0202,0.00288,-0.01283,2788,1,353,148,214,251,66,19,29,1,6,153
1,-2618,-0.0012,0.02256,0.01523,3610,-1,38,190,4,244,94,353,138,31,35,8
1,35271,-0.0132,-0.01156,-0.00168,-1746,1,19,29,1,6,153,12,140,122,85,11
1,6518,0.0164,-0.00782,0.0,1533,0,174,67,653,35,18,75,9,193,12,69
1,44236,0.0284,0.03863,0.01123,9492,-1,58,178,11,5001,367,1816,5001,1857,4997,2128
0,9841,-0.0044,-0.02778,0.00158,2963,1,353,138,35,31,8,2,4,9,390,589
1,-16725,0.01,0.00282,-0.05285,1744,0,87,539,5,16,43,281,424,511,925,8
0,-9841,0.0044,-0.03805,0.00399,-324,0,9,4,390,589,2,353,138,31,35,8
1,16725,-0.01,0.01035,0.03324,3343,1,281,424,511,925,8,87,539,5,16,43
0,12637,0.012,0.02218,0.00994,-4225,-1,686,713,349,109,706,87,539,5,16,43
1,13526,-0.0152,0.01413,0.00614,-3000,0,281,424,511,925,8,183,508,285,202,155
0,12637,0.012,-0.01612,0.01641,2338,2,686,713,109,349,706,87,539,5,16,43
0,-566,0.026,0.01041,0.01119,-1019,-1,174,67,653,35,18,19,125,37,96,5
1,566,-0.026,0.00335,0.0,-68,1,19,5,96,37,125,174,67,653,35,18
1,16191,0.0108,-0.01091,0.01131,-121,0,174,67,653,35,18,12,140,122,85,11
0,31200,-0.0138,-0.01752,-0.00813,2868,2,62,67,3,213,75,12,140,122,85,11
1,-11840,0.0122,-0.06665,0.00829,1693,0,353,148,214,251,66,75,59,193,5,69
1,11840,-0.0122,-0.02998,0.01326,3473,2,75,59,193,5,69,353,148,214,251,66
0,-294,-0.016,-0.01966,-0.0135,-1776,3,75,59,193,5,69,174,67,35,653,18
1,9841,-0.0044,0.01949,0.00878,1876,0,353,138,31,35,8,9,4,2,390,589
1,-9841,0.0044,0.01108,0.0,1729,1,589,9,2,4,390,353,35,138,31,8
1,-9841,0.0044,-0.0045,-0.04244,377,0,589,9,4,390,2,353,138,31,8,35
1,-14409,0.0072,0.07229,0.00105,-438,-1,589,4,390,2,9,202,508,183,659,155
0,-1691,-0.0076,-0.02125,-0.02253,922,1,20,14,44,18,82,124,10,167,273,196
1,-278,0.0064,0.02036,0.00098,-879,1,20,14,44,18,82,51,75,14,53,172
0,4568,-0.0028,-0.02664,0.0,-116,0,202,508,183,659,155,353,138,35,31,8
1,40369,-0.02,-0.01786,0.00299,-58,-1,659,202,183,508,155,281,21,1627,16,94
1,23946,0.0098,0.01134,0.0,1822,0,20,14,44,18,82,163,850,136,327,5001
0,-14267,0.0112,-0.00375,0.00166,-879,0,177,424,511,356,43,353,138,8,31,35
1,-1763,0.0122,-0.02788,-0.00094,1510,0,213,67,3,75,62,391,117,54,306,51
0,-11598,-0.003,-0.04605,-0.00255,-3118,-1,807,5001,5001,4379,1444,5001,3273,857,1782,5001
0,-10036,-0.0162,-0.00063,0.00195,4772,-2,163,109,48,198,98,128,9,157,114,7
0,10036,0.0162,0.01914,0.00109,3268,0,128,9,157,114,7,163,109,198,48,98
1,9049,0.0134,0.04241,-0.01799,3554,0,12,140,122,85,11,64,112,312,9,228
1,18970,-0.0158,0.02756,-0.01907,3640,0,95,82,172,123,39,424,618,153,242,107
1,9586,0.0256,-0.00507,-0.02566,961,1,128,9,157,114,7,203,152,209,105,176
0,9256,0.0114,-0.04414,-0.00849,2096,1,75,59,193,5,69,163,48,109,198,98
1,19031,-0.0308,0.07127,0.00898,-841,0,1,12,18,68,3,468,37,13,42,164
1,19031,-0.0308,-0.0303,-0.03431,2597,0,1,18,12,68,3,468,37,13,42,164
1,7135,0.02,-0.00698,-0.00168,-1005,-1,41,20,17,24,59,47,30,87,78,112
0,-7135,-0.02,-0.0172,0.01027,-4692,1,30,112,87,47,78,41,20,17,24,59
0,19031,-0.0308,0.03639,-0.00053,-1266,0,1,12,18,68,3,468,37,13,42,164
1,9841,-0.0044,0.03147,0.00289,-1333,0,353,138,35,31,8,9,4,390,589,2
1,9841,-0.0044,0.04829,-0.01839,569,-2,353,138,35,31,8,9,4,390,589,2
1,9841,-0.0044,0.05275,-0.01565,326,0,353,138,31,35,8,2,4,390,589,9
1,-16192,-0.0002,0.01979,0.01284,0,-2,353,138,35,31,8,87,519,8,27,43
0,6226,-0.0042,0.03989,0.00247,-11,0,1,11,25,413,368,360,28,58,242,166
1,-16192,-0.0002,0.01792,0.00721,706,1,353,138,35,31,8,87,519,8,43,27
1,6226,-0.0042,-0.01307,0.01649,-4956,-1,1,11,25,413,368,360,28,58,242,166
1,27134,0.0014,-0.01933,-0.01846,670,0,19,29,1,6,153,38,190,60,244,94
0,6226,-0.0042,-0.03015,-0.01991,-537,-1,1,11,25,413,368,360,28,58,242,166
0,-27134,-0.0014,-0.07874,0.00058,1915,0,38,190,60,244,94,6,29,1,19,153
0,-27134,-0.0014,-0.01614,-0.02315,587,1,60,190,38,244,94,19,29,1,6,153
0,7863,-0.024,-0.02331,0.0,-1605,0,79,24,28,103,146,75,59,193,5,69
0,2778,-0.0028,0.00994,0.01177,-5034,-2,93,57,4,12,46,360,28,58,242,166
0,13398,-0.007,-0.07015,-0.00604,-2914,1,247,540,17,201,163,1,11,25,413,368
0,-19009,-0.0184,0.02458,0.0191,-2533,0,38,65,372,300,259,19,29,1,6,153
1,-7863,0.024,-0.06166,-0.00259,2250,0,75,59,193,5,69,79,24,28,103,146
0,13398,-0.007,0.00983,0.01355,-1437,1,247,540,17,201,163,1,11,25,413,368
1,19009,0.0184,0.03492,-0.00705,1874,1,6,29,1,19,153,372,65,259,300,38
0,2778,-0.0028,0.06734,0.00532,-6057,-2,93,57,4,12,46,360,28,58,242,166
1,7863,-0.024,0.00914,0.02899,-343,0,79,24,28,146,103,75,59,193,5,69
0,7863,-0.024,-0.02337,-0.01288,-75,1,79,24,28,103,146,75,59,193,5,69
1,-19009,-0.0184,0.0178,-0.00251,-2866,0,259,65,372,300,38,19,29,1,6,153
1,7863,-0.024,-0.00215,0.02256,730,-2,79,146,28,24,103,75,59,193,5,69
1,17119,-0.0126,0.01577,0.00752,3454,0,79,24,28,146,103,163,109,48,198,98
1,17119,-0.0126,0.0139,-0.00057,4988,2,79,24,146,28,103,163,109,48,198,98
1,-17119,0.0126,-0.01062,0.00563,1069,0,163,109,198,48,98,79,24,28,103,146
0,-35833,0.0118,0.03478,0.0017,805,2,15,511,5,356,177,87,27,8,519,43
0,9841,-0.0044,0.02932,0.01209,-1627,0,353,138,35,31,8,9,4,589,390,2
0,9841,-0.0044,0.01136,0.0,-3354,-1,353,138,35,31,8,9,4,390,589,2
0,-35833,0.0118,-0.03199,-0.03383,-852,0,15,511,5,356,177,87,519,8,43,27
1,24223,-0.0092,0.01146,0.00763,-1858,1,8,519,87,43,27,97,706,823,686,87
0,-10065,0.0024,0.00376,-0.00128,2415,-1,1,11,25,413,368,141,502,15,15,100
0,-5408,-0.0062,0.01131,0.02221,1212,-1,281,21,897,16,94,15,511,5,356,177
0,-24223,0.0092,0.02307,-0.00414,1066,0,706,97,823,87,686,8,519,87,27,43
0,-10065,0.0024,0.00213,-0.04974,-248,1,1,11,25,413,368,141,502,15,15,100
1,-27134,-0.0014,-0.02772,0.0,832,0,60,190,38,244,94,6,29,1,19,153
0,-9800,0.0076,-0.07441,0.00455,-240,1,15,511,5,356,177,2,4,390,589,9
0,10065,-0.0024,-0.02832,-0.00534,776,0,141,502,15,15,100,1,11,25,413,368
1,-2983,-0.0278,-0.04841,0.0081,1583,1,259,300,372,65,38,58,178,5001,778,31
0,9800,-0.0076,-0.01839,-0.02451,-253,-1,9,4,390,589,2,15,511,5,356,177
1,8031,-0.0094,-0.02237,0.0,-5131,0,353,138,35,31,8,87,97,823,686,706
1,27134,0.0014,0.03038,0.0,1911,0,19,29,1,6,153,38,60,190,244,94
0,12885,0.0092,0.01918,0.01511,861,2,404,102,340,373,73,360,28,58,242,166
1,8031,-0.0094,0.02783,0.0,1612,0,353,138,31,35,8,87,97,823,686,706
1,-2983,-0.0278,0.01257,-0.00067,-1733,2,300,65,372,259,38,58,178,5001,778,31
0,-9800,0.0076,-0.01391,-0.0064,-1420,0,15,511,5,356,177,9,390,4,589,2
1,-27134,-0.0014,0.01554,-0.00486,-735,-1,60,190,38,244,94,19,29,1,6,153
0,12885,0.0092,0.04739,0.0,316,0,404,102,340,373,73,360,28,58,242,166
0,-12885,-0.0092,-0.04838,-0.01118,2359,-1,360,28,58,242,166,404,102,340,373,73
0,-7083,0.0288,0.0258,0.00392,-3859,-1,114,9,157,128,7,146,24,103,79,28
1,15352,-0.0032,0.01413,0.047,2632,-1,372,65,259,38,300,638,585,681,930,524
1,-6133,0.0334,0.03095,0.0,8039,1,58,178,5001,778,31,556,2070,4988,1588,1662
0,-15352,0.0032,0.01881,-0.01848,-890,-1,638,585,524,930,681,372,259,38,300,65
0,-9256,-0.0114,0.04291,0.00669,-851,-4,163,109,98,48,198,75,59,193,5,69
0,-7083,0.0288,-0.03214,-0.0009,-786,0,128,9,157,114,7,79,146,103,28,24
1,-6133,0.0334,0.02872,0.03521,6968,-1,58,178,5001,778,31,556,2070,4988,1662,1588
0,-5923,-0.0018,-0.00829,-0.02179,1854,-1,257,96,1316,279,243,247,17,201,540,163
0,7083,-0.0288,-0.02865,0.00325,-1490,0,103,24,79,28,146,128,9,157,114,7
1,-8125,0.017,0.00062,0.00838,3795,-2,60,190,38,244,94,372,300,65,259,38
0,-9256,-0.0114,0.01248,0.03108,2776,0,163,109,48,198,98,75,59,193,5,69
1,5923,0.0018,0.01819,0.00998,4949,0,247,17,201,540,163,96,257,1316,279,243
0,-26535,0.0388,-0.00651,0.04101,-1438,0,468,37,13,42,164,146,24,28,103,79
1,-8125,0.017,-0.06098,-0.02986,5272,1,60,190,38,244,94,259,372,38,65,300
0,-16026,0.0094,0.03059,-0.01904,1825,-1,58,178,5001,778,31,6,29,1,19,153
1,-13315,0.0062,-0.01431,-0.00025,1680,1,128,9,157,114,7,41,20,17,65,59
1,8125,-0.017,0.0087,0.00729,422,0,300,38,372,65,259,60,190,38,244,94
0,26535,-0.0388,-0.00139,-0.00614,847,0,79,103,28,146,24,468,37,13,42,164
1,16026,-0.0094,-0.00344,-0.00196,3890,1,19,29,1,6,153,58,178,5001,778,31
0,13315,-0.0062,0.02081,-0.01953,-2690,-1,41,20,17,65,59,128,9,157,114,7
1,26535,-0.0388,0.04278,-0.00276,-1180,-1,79,24,28,103,146,468,37,13,42,164
0,7863,-0.024,0.0565,0.01404,-6984,-2,79,28,103,146,24,75,59,193,5,69
1,-23351,-0.01,0.03836,-0.00398,244,0,163,109,48,98,198,41,20,17,65,59
0,7863,-0.024,0.06382,-0.00323,-848,0,79,24,146,103,28,75,59,193,5,69
1,-23351,-0.01,-0.00931,0.0,1306,1,163,109,198,48,98,41,20,17,65,59
0,29617,-0.0086,-0.00193,-0.00443,-3221,2,202,508,183,659,155,281,21,94,16,897
1,-29617,0.0086,-0.01232,-0.00094,4532,1,281,21,94,16,897,202,508,183,659,155
0,4828,-0.0028,-0.04738,-0.00778,-3263,1,214,29,21,321,119,50,69,33,196,133
0,-34816,0.0016,0.00149,-0.00211,-4332,-1,26,33,508,103,973,87,519,27,43,8
0,-29617,0.0086,-0.04624,-0.03481,3174,-2,281,21,897,16,94,202,183,659,155,508
0,-34816,0.0016,-0.00189,0.01905,-4468,0,26,508,103,33,973,8,519,27,87,43
0,-4828,0.0028,-0.05069,-0.01148,1373,0,50,69,33,196,133,214,21,29,321,119
1,4828,-0.0028,0.02238,0.0,907,0,214,29,321,21,119,50,69,33,196,133
0,4568,-0.0028,0.00364,-0.00087,2031,-2,202,508,183,659,155,353,138,31,35,8
1,17018,0.0036,-0.03629,0.0244,4508,0,87,97,823,706,686,281,21,897,16,94
1,-4828,0.0028,0.00411,6e-05,4337,0,50,69,33,196,133,214,29,21,321,119
1,-4568,0.0028,0.05558,0.00309,393,0,353,35,138,8,31,659,202,183,508,155
0,-17018,-0.0036,0.00954,0.01584,-100,2,281,21,897,16,94,87,97,823,706,686
0,4828,-0.0028,-0.01294,-0.01,-3130,0,214,29,21,321,119,50,69,33,196,133
0,-14803,-0.0024,0.03059,0.00204,-2047,-2,93,57,4,12,46,213,67,3,75,62
1,14803,0.0024,-0.02534,-0.00102,-1744,0,213,67,3,75,62,93,57,4,46,12
1,-26033,0.0042,-2e-05,0.00749,1829,-1,9,4,390,589,2,87,519,27,43,8
0,1017,-0.0102,-0.00091,-0.03984,-1135,2,26,33,508,103,973,15,511,5,356,177
0,-22025,0.0134,-0.02789,0.01852,-1767,-1,478,271,425,225,383,214,29,321,21,119
0,-32575,0.0044,-0.01516,-0.00558,-1743,1,5001,5001,5001,5001,5001,556,4988,1662,1588,2070
0,26033,-0.0042,-0.01959,-0.00843,241,0,8,519,87,27,43,4,390,589,2,9
1,-1017,0.0102,-0.05592,-0.00169,6113,1,15,511,5,356,177,33,973,508,103,26
1,22025,-0.0134,0.0141,0.00375,3213,2,214,29,321,21,119,478,383,425,225,271
0,-32575,0.0044,0.01866,0.00033,-6611,2,5001,5001,5001,5001,5001,556,2070,1662,1588,4988
0,11438,-0.005,0.04711,0.00937,-1566,1,95,82,172,123,39,51,43,39,97,172
0,-16291,0.0066,-0.00913,-0.01965,-2343,1,360,28,58,242,166,141,502,15,15,100
0,6659,0.0134,0.01768,-0.0046,-402,0,404,102,340,373,73,1,11,25,413,368
1,11438,-0.005,0.00355,0.00193,-3065,0,95,82,172,123,39,51,43,39,97,172
1,-6659,-0.0134,-0.05327,0.00301,1427,0,1,11,25,413,368,404,102,340,373,73
1,16291,-0.0066,0.02458,-0.00442,3147,-2,141,502,15,15,100,360,28,58,242,166
1,15334,0.0182,-0.04034,0.01119,7947,-1,38,190,60,244,94,5001,5001,5001,5001,5001
0,36647,-0.0162,0.03651,0.00333,-3454,1,144,11,125,46,81,468,37,13,42,164
0,10197,-0.0042,0.00115,0.01359,560,1,556,4988,1662,1588,2070,220,300,259,65,38
1,-11438,0.005,-0.04994,-0.00699,1023,1,51,43,39,97,172,95,82,172,123,39
1,15334,0.0182,-0.07651,-0.00606,14282,-2,60,190,38,244,94,5001,5001,5001,5001,5001
1,7524,0.0306,-0.02807,-0.00571,2592,1,128,9,157,114,7,176,152,90,105,209
1,-10197,0.0042,-0.03826,-0.02023,1692,-1,220,38,259,300,65,556,1588,1662,4988,2070
1,-2043,0.0108,-0.01524,-0.00868,967,-1,213,67,3,75,62,247,17,201,540,163
